username,tweet,label
cherry9621,seriusan yang pertama sinovac yang kedua pfizer,0
cherry9621,klo vaksin pertama sinovac terus vaksin kedua pfizer itu boleh ngga sih,0
RKlVEWORLD,sinovac kalau gak salah,0
iwanurdin,mau tanya min yang bisa vaksin dosis kedua langsung sinovac dimana ya,0
TakBerdoi,wkwkwk vaksinnya apa gitu lho sinovac kah atau apa,0
grumpycaca,moderna aja tp ak sinovac si,0
ariyatasenpai,mak aku terpaksa tangguh umrah hujung tahun ni sebab yg cucuk sinovac kena ada rd dose baru dpt pergi i just lost a words,0
Hamzah342,asaalam dr saja nak comfirm boleh ke vaksin sinovac dos dos ke3 fuzer terima kasih,0
SinarTerkini,pendistribusian vaksin sinovac dikawal danramil dan babinsa koramil wonosari,0
Ohherara,sinovac tp bru dosis,0
artineutami,ibuk bapakku abis vaksin biasa aja g ngrasa apa2 kirain dpt sinovac ternyata moderna,0
GesuriID,bupati landak karolin margret natasa memantau secara langsung berjalanya proses pelaksanaan gebyar vaksinasi sinova,0
depokinfo_,puskesmas sukatani buka pendaftaran vaksinasi sinovac dosis satu dan dua depok news,0
PR_EventMarcomm,kali ini sentra vaksinasi masjid salman itb akandibuka padaenin kamis pkl 12 00 wibjumat pkl 11,0
kursipijat,berapa lama vaksin sinovac bisa bertahan,0
Sinovac_pick,saya stay disini kak liatin kak chita siapa tahu mau ngedor saya buat beliin emak,0
RajasaFx,ri keluar dari red list inggris ini syarat perjalanannya vaksin sinovac tidak diakui,0
HMTSUII,bagi peserta vaksin dosis sudah menerima vaksin dosis sinovac dengan jarak minimal hari5 tidak terdaft,0
sygmollymochi,harus di booster yang pake sinovac,0
Humas_ResPBG,polres purbalingga kembali menyelenggarakan vaksinasi dosis dua jenis sinovac untuk karyawan perusahaan,0
inginkansurga,selamat siang dok izin tanya beda vaksin moderna sama sinovac apa ya dok katanya bagusan moderna ya dok terimakasih dok,0
ziqqhaziq_,tak kisah kau astrazaneca ke sinovac ke pfizer ke asalkan benda tu vaksin jugak,0
PSelemadeg,ayo hadiri gerai vaksin tni polri yang akan dilaksanakan pada hari jumat tanggal oktober jam,0
deblacklisto,aku yang sedih sinovac ga diterima di uk tapi ga punya duit buat ke uk juga,0
9701KJUNE,gak becanda sinovac dong,0
inginkansurga,selamat siang dok mau tanya dok beda vaksin sinovac sama moderna apa ya dok katanya bagusan moderna ya dok,0
JaeKyeom1826,gpp aku aja1 amp 2 sinovacvaksin modernagpp kok,0
infomalang,cek di faskes pertama yakarena moderna belum ada bukaan umum untuk dari faskes lain di malangsinovac ada di polkesma,0
kupastuntasnew,badan intelejen negara bin daerah lampung telah menyuntikan ribu dosis vaksin sinovac ke pelaja,0
candieshoon,eh vaksin kedua tuh sinovac yh,0
yusnitarh28,ayeee ayeee kelar vaksin juga baru ngeh vaksin coronavac vaksin sinovac boleh beda gitu kah,0
emsytk,tiada cuma anu pandai berlawan aku pfizer aku sinovac dorang bilang,0
navxlty,iyaa benerr aku juga sinovac jadi cepet ngantuk,0
Retnobudiaa,enzy storia waktu ke ny bisa tuh walaupun persepsi warga us vaksin sinovac sama aja gak vaksin,1
gpnybf,gabisa deh gue dapet bule karna apa karna vaksin sinovac alasan yg primitiff,1
TedHilbert,thn sehat sebelum vax ini hasil setelah dosis sinovac gejalah parah juga,1
gpnybf,anying kan vaksin sinovac bikin alergi apa ya,1
rrachmanmy,tapi vaksin lagi dekat negara tujuan kalau kitaran asia keknya masih bisa tuh sinovac,1
pretzellaaa,temen gue baru balik liburan dari swiss dan dia sinovac kok,1
writebur,haii vaksin dengan jenis coronavac sinovac boleh dan diijinkan untuk keluar negeri tapi ada beberapa n,1
doyantahuisi,setau gue kl sinovac mesti pake booster kalo vaksin kyk astra udh boleh keluar meski ga pk booster,1
PratamaFirgie,aku jg ga mens bln setelah vaksin sinovac,1
B75_tvvt,bisa pake vaksin booster lg klo emang syarat ke luarny g bisa yg sinovac jadi tetep b,1
tinkerbellee19,masih bisa kok vaksin sinovac dipake persyaratan sebagai syarat terbang nanti di bandara vaksin lg ka,1
ruoletr,lah gw sinovac anjir begimana ini padahal mau nyamperin kai,1
koramil15myd,di akhir pekan kodim sleman serbu dua gereja dan dua kampussleman komando distrik militer s,1
Rifansyahalsaa,kalo ada pernikahan di liat dari kasta vaksin pasti gw di kasta terendah soalnya sinovac dan kalo sinovac gaboleh,1
lanapwt_,sinovac dah jarang banyaknya moderna sama astra,1
vindhietama,sinovac bukan nya paling gede ya pfizer,1
jungdayyum,bisaaa kokk us udh nerima org2 yg vaksin sinovac,1
cqstelllooo09,sinovac kasta terendah di pervaksinan,1
Riyan_____,kipi sinovac memang ga berat tapi menyerang ke lambung scr umum kalo secara,1
sitisorayani,ini yang lagi aku pusingin sekarang vaksinku sinovac katanya sih bisa booster kalau mau ke ln pusingi,1
lafaphrodite,ke ksa gaboleh pake sinovac minimal moderna,1
cendikiaaawan,negara spesifik aja kalo sg mayal mah boleh sinovac,1
diaCherie,sinovac bukannya banyak diterima ya,1
Bocah_Doyong,goro vaksin sinovac kekuatanku ilang kabeh asw og,1
apriliacantik,gpp kalau belum dapat usahakan jangan dapat sinovac susah mau keluar negeri,1
thtpnss,yang vaksin sinovac gabole ke luar negeri,1
pemantautemlen1,iya bro tapi itu tergantung vaksinnya kalo pake sinovac ttp karantina pengecualian cm,1
nfalees,nak kena cucuk booster pfizer nampak gaya ni kebanyakkan negara tak terima sinovac pulak apo eh sendu ah gini,1
emmahasy,buat masa sekarang ini hanya yg dah ambil vaksin pfizer dan az shj boleh pergi yang ambil vaksin sinovac perlu boo,1
farm_pai,assalamualaikum yb hisham minta izin nk tanya sy ambik sinovac dua dos pd julai lps dan,1
noonagimbap,udahh x sinovac tapii,1
rismadsy,ekspresi orang kalo pengen liburan ke ln tapi pake vaksin sinovac,1
apriliacantik,buat makan dalam resto di jerman harus ada tes antigen negative ribet ya soalnya vaksin sinovac eike yg udah x,1
jembermfs,jbrfess rek ada yg tau info vaksin dosis sinovac untuk besok thankyou,1
msusetio16,kawanku suntik vaksin dapet sinovac aku disuntik dapat beast titan,1
ichaicharisha ya allah tempat terapi mama percaya kalo vaksin sinovac ada chipnya,,1
Latif68820435,tapi pasti bapak sinovac maaf ya sayamah astrazeneca jadi bisa ke eropa kalau diongkosin,1
ypastuti,hanya ada sinovac dan moderna saja gak ada astra kah,1
SittaSodiq,ya tuhan mau cari vaksin ke sinovac di jogya belum dapat2,1
dndr_ima,vaksin kedua gw apa ye moderna ato sinovac ye,1
Im_Kiira,aku laper habis vaksin hahahaha ya bulan lama ternyata hahah sinovac palingan bulanan kak,1
buihlautaan,udah vaksin sinovac masih aja gaditerima dibeberapa negara,1
Im_Kiira,aku sinovac yg umum kak hahah maklum massal hahaah ntar november sosis hahah,1
knmarrie,ini sinovac kasta terendah pervaksinan kah,1
nu_nu_riw,sm itu si ka kan sinovac kadang disebut coronavac jg gpp ka semoga barely ada kipi kl pun ada yg ngantu,1
harissidqi,sinovac aja begini efeknya gimana moderna,1
iamstwn,akp dicky pratama menjelaskan vaksin yang digunakan ialah sinovac,1
ndreprtm,data sinovac sama az ada nggak ya yg bikin di daerah asia,1
am_ifa,td katanya sinovac tp di kertasnya ini apa sama ya,1
rahmanhakimar,apakah setelah divaksin sinovac auto jadi komunis,1
dkambodjaaa2021,iya mumpung dpt dosis sinovac nggak ada efek sampingnya,1
daiIynad,ohhh iyaa teh aku baru nanya juga ke uwa aku karna kebetulan sepupu juga dosis di yonif tapi dia,1
jikajanuari,iya anjir sinovac terdaftar kira2 cuma di negara,1
angelmooxn kaget klo misalkan vaksin sinovac ngga boleh ke luar negri trs ada vaksin ke nya,,1
jikajanuari,kyknya sebagian orang yg vaksin nya awal2 gitu mrk semu pake sinovac deh klo di indo trs itu jokowow pake sinovac,1
jikajanuari,knp si anjir ga di kasi tau dari awal gitu klo sinovac ga di terima sebagian negara lain trs nasib nye gimana anji,1
shanifaa_,boleh nderr kalo lebih kalo kurang gabolehh tapi lama bgt ya masa sinovac antar vaksinnya bulan,1
akurizalhast,gegara pandemi yes yg ono vaksin sinovac gk diakui hadeeeeuh,1
Ind4ng,vaksinnya pake sinovac apa az,1
dpttore,bukan wkwk maksud gue kayak vaksin sinovac kah atau astra abyssosque gitu,1
CuraHeart_,lelaki ambil pfizer is the real buaya darat so pilih la lelaki yang ambil sinovac macam aku,1
Sinovac_pick,pagi mak,1
indahsiha,,1
imanr81,sinovac dari china tapi pasrah saja di enjus,1
imyourdesta,aku waktu vaksin sinovac pertama juga gitu teh yang biasanya mens awal bulan jadi mundur beberapa m,1
honeydewmilky,bukan sinovac sih tapi aku vaksin pfizer dose haidku malah maju minggu entah karena efek vaksin atau bukan cu,1
primayuri,dibuang sisa vialnya kalau sinovac lebih dari jam sudah tidak boleh digunakan,1
Sinovac_pick dunia semu,,1
dkdnfktlqlf,aku vaksin sinovac ke ga haid tapi bulan selanjutnya haid kali di awal bulan sama akhir bulan,1
sherrychiu__,link pendaftaran vaksinasi covid 19 pfizer sinovac dan moderna di tangerang 22 oktober,1
gureumikoo,hari lalu aku vaksin sinovac teh skrg lagi period kok walau sebenernya telat hari,1
sayangkamuwih,sinovac kok biasa,1
rinindahl,bukan gak mens sih kalo aku tapi telat sampe semingguan padahal seumur hidup mens selalu teratur,1
nanayosh1,benda takde hal pun amik pfizer ke sinovac ke kalau nyusahkan ko sorang takpe ni aku skali kena,1
neocultyr,sombong amat vaksin pertamanya pake moderna malu noh sm yg pake sinovac jaman2 vaksin berubah jd founding titan,1
tifarahayu23,anak2nya dapet sinovac mamaku mlah dapet pfizer huhhu beda kasta,1
En_Blue_Bird,acik agak2 anu dia jadi pendek tu yg ramai takut ambik vaksin acik x ambik pfizer,1
Sinovac_pick,jd adem bgt hari sabtumya,1
xnmatcha,gua pakai sinovac efeknya cuman gampang laper sama bikin ngantuk terus,1
micsuh,aku pakai sinovac sama sih ngantukan sama laperan cuma ga sebengkak demam pegel pegel dosis1 sometimes,1
__sugarrklee,lah iya baru nyadar ud bulan ga dapet selama abis vaksin sinovac,1
EnBadSejahtera,semenjak dapat vaksin isteri saya semakin sayang kepada saya antara penerima vaksin,1
vaodcca,pake apa astra kalo astra sedikit sakit kalo sinovac ga begitu,1
coffre,vaksin sinovac gak bsa jalan jalan,1
svrsav,iyaa aku habis vaksin sinovac telat mesnya teh baca baca di reply keknya juga banyak yg mengalami ya,1
Vikana_dee,adik ipar gw katanya telat dia vaksin pfizer ya udah aq bilang kmu bekam dulu aja sambil nunggu sapa tau keluar,1
assylaaa___,aku ka t t jadi setelah sinovac ke haid ku jadi ga lancar tuh trus tambah lagi vaksin ke moder,1
bayiicumi,karena sinovac efektifannya cuman,1
DamarRama1,sinovac ini wkwk,1
hadifianwidjaja,pfizer menurut penelitian,1
fistikli21,data sinovac sinopharm dan az di indonesia mana kan ini yg banyak dipakai trus zivifax belum who e,1
jaemnosense,aku juga harusnya mens tanggal kemarin teh tp sampe skrg belum aku vaksin sinovac ke dua tanggal,1
ur_mrscrab,aku abis vaksin sinovac malah jadi lancar padahal biasanya rentang datangnya 4 bln,1
ShafwanHA,jenis vaksinmu besok apa sinovac,1
Wengker6,dokter pemerintah ri punya data berapa jumlah orang yg mati karena va,1
NrNomnom,kakakku habis vaksin sinovac jadi ngga teratur akupun biasanya mens suka lama 9 harian skrg jadi harian,1
uliikk_,eh iya ya baru nyadar jg kalo belum mens padahal udh tanggalnya dan brbrp hari lalu abis vaksin sinovac yg kedua,1
taejinchildern,nangis banget punya ortu knp gini banget udah jelas jelas vaksin pertama astra knp kedua nya malah disuruh sinovac,1
pilrecious,oh btw udah vaksin hpv dosis pegel suntik vaksin sinovac tidak ada apa2nya dibanding ini,1
obviousrachel,apa ini efek vaksin ya pake sinovac juga,1
QueenQuokkaa,mjb emang gitu gak sih aku telat dapet ada mingguan abis vaksin sinovac beberapa temen sama s,1
amwidyou,sinovac neeeng aku bilang kok baru lahiran sc sebulan lalu gitu tapi boleee kamu emang vaksinnya apaaa,1
candychicc,update vaksin sinovac pertama smpe skrg untuk efek sampingnya cuman jadi makin kangen sama jungwon dan yoshi,1
VirtualThumb,emang ada orang mati baru pakai helm bagian tubuh menghitam sat,1
VirtualThumb,bagian tubuh menghitam satpam smpn tangsel tewas setelah divaksin sinovac,1
astroboy5101,sinovac coronavac ya itu dari pt sinovac kerjasama sama pt biofirmi,1
Amorphophallus1,moderna paling terkenal efek moderna arm nya klo kipi yg lain rada2 kaya astrazeneca katanya,1
jey_speed,vaksin sinovac ga bisa membunuh rasa sayang ku ke km meskipun dosis ke,1
diipskyy,sinovac itu nama perusahaannya coronavac nama vaksinnya bener ga,1
iamstwn,ini dosis ke az rasa dosis sinovac ya awokwokwokwok hamdalah,1
velvetluv__,kebiasaan loro njero campur ati sinovac ra krese blass,1
kartikaDeee,iya yg sinovac perlu gak nih dosis ketiga,1
im_ojee,tetanggaku si amir juga gak mens setelah vaksin sinovac,1
ailvrophiile,aku teh juli vaksin kedua sinovac agustus ga mens trs september baru mens lagi vaksin pertama juni,1
Zharash08,itu di rep ada yg bilang az ada yg bilang sinovac,1
Normaluv_,vaksinnya apa sih aku sinovac yg cupu kali ya jd biasa aja tuh abis suntik normal2 aja gak ada perubaha,1
pudunoona,aku sinovac juga teh dan lagi ga mens juga si dah bulan cuma aku mikirnya karena emang mens,1
ThePrompTeens,enih abang astra sinovac moderna aje setuju masa lu pade kaga,1
bonsainyamjoon,kak sodii kalo ada info dosis sinovac tolong kabarin ya kak kemaren abis vaksin kena covid jd blm dosis hiks,1
AyaPamungkas,kenapa moderna ga bikin single dose vial kayak sinovac ya aku gatau sediaan punya az dll sih cuma tau sinovac dan moderna,1
qonitahasnaaa,setelah membaca replies ini sepertinya bulan lalu aku ga jadi hamil karena abis vaksin sinovac udah deg dega,1
KiMixcty,sinovac doang apa az juga sih,1
iindahsrrr,sinovac sekarang udah gaada,1
Umar_Hasibuann_,jadi kesimpulannya peraturan di inggris membolehkan orang indonesia masuk pakai vaksin sinovac ke uk dan gak perlu,1
bunnyxnyn,kok aku dengar2 katanya sinovac sakit,1
hadifianwidjaja,vaksin yg mana kalau sinovac dan sinopharm pake in activated virus covid strain nya bisa,1
T43GYU_,setauku diatas sinovac si sinovac paling rendah cmiiw trs atasnya astra adalagi macem aku lupa namanya,1
gvrlznee,samaan teh kukira karna stres sedang banyak pikiran atau karena aku jatuh tpi posisi duduk apa mungk,1
VIVAcoid,di saat sebagian orang masih enggan untuk mendapatkan vaksinasi covid 19 dosis pertama tapi ada pula warga di indo,1
ayuastriiii,aamiin bismillah ya mba paris jt an dooong aku pengen ke jepang lagi sepi turis tapi sinovac geng,1
aresst321,terus sinovac berarti vaksin ngaco aja,1
aresst321,itu sinovac vaksin isinya virus yg dilemahkan jadi halal gitu,1
syawal,sgt ingin tahu ttg kumpulan fasa ada hampir j ramai juga yg dpt sinovac,1
rkeltm__,iyaaa tapi mama aku nawarin di grup pfizeer gt ya tp karna aku uda yg sinovac x jd gabisa,1
luvyeonjunn,iyaa sinovac yg plg rendah wkwkwk,1
devimayasari50,habis vaksin d2 sinovac hawanya laper terus apakah ada yg sama atau ada yg lain di rasakan,1
hadifianwidjaja,menurut saya dosis nya kurang moderna zat aktifnya,1
ledyanafitriani,abis pake vaksin sinovac jadwal mens aku amburadul juga teh telatnya molor sekali,1
TerrorPanda,udah dua kali vaksin sinovac ga mens2 aku teh,1
binartawan,temenku gitu juga teh udah gak mens bulan setelah vaksin sinovac dikira hamil tapi setiap tes negatif mulu,1
chocochiiipps,pas nyari adanya sinovac yauda daftar yang itu,1
OrangLautCetek,sinovac pun ada kesan jugak tapi kat lelaki la,1
from94to02,nggak teh aku wktu itu sinovac kedua efeknya cuma laper mulu sama demam doang,1
aiirhujaan,aku teh ternyata efek samping sinovac ya aku telat jg ini,1
mapletearup,klo aku pada dasarnya emang suka telat mens nya tapi waktu itu kebetulan emang telat pas abis vaksin sinovac,1
hogwarxt,eh aku juga udah ga mens lama banget setelah vaksin sinovac,1
ceritatehfidy,temen temen mau nanya dong ada ga si yang abis vaksin sinovac lalu ga mens soalnya aku telat udh cukup lama bg,1
jenny_jkt,hoax kok dipercaya sih nih yang bener lebih lanjut dijelaskan pula bahw,1
bunacanti,kamu az juga apa sinovac wah udah istirahat kan abis vaksin,1
OctopussyMiss,apapun jenis vaksinnya bener nih jangan yakin gitu dong dok data di atas itu dari us,1
uyudsp,brot lu jgn cr sinovac wkwk tambah rakjel,1
MarONFilter,so since eu countries byk yg x iktiraf sinovac lagi negara mana je yg iktiraf i need to know,1
iwonhody,laaa aku yg ambik sinovac tok jadi apa la singa,1
TedHilbert,benar tapi kurang bagus daripada natural immuni,1
OpikBidin,anda itu menyatakan soal mrna dan adeno n bandi,1
dheapevensie,sinovac gk bisa wkwk,1
OpikBidin,udah liat data sinovac yg makai virus utuh,1
filtersbaby,ini kenapa sinovac ga dianggep di banyak negara yak ya walaupun blm ada rencana ke ln tp kan kek sedih aja ga dia,1
syahmishadan,nasib aku sinovac xperlu juak nak bingong tukar jadi boyak,1
Nbilhmazlan,harap sinovac jadi dinasour comel nyaa,1
gula_jowo,aku gk mas pke sinovac aku,1
shiibigwin,iya sinovac,1
eristrwbrry,kalo gitu mah kenapaa hrs ada sinovac ya,1
beikhsyk,setau aku kalau pertama astra kedua sinovac yg gabisa sistemnya nolak,1
lutfi_hambali,kalau negara lain tak terima sinovac sinopharm sputnik v meh sini new zealand terima semua,1
kelvinthefirst,kalau sudah sinovac x lalu mau booster moderna setauku bisa seperti nakes tapi untuk masyarakat um,1
bertanyarl,tanyarl aku mau nanya ada ga si yg abis vksin sinvac puyengnya lama soalnya aku udh hari puyeng dr abis,1
madnip_,tuan vaksin pengalak ni utk yg penerima vaksin jenis sinovac saja atau semua jenis vaksin,1
_hhhhaiya,vaksin yg digunakan di stasiun gubeng apa ya min karena saya vaksin dosis nya di stasiun bandung pakai sinovac,1
halfbloodhy,sinovac gur garai njarem terus ngantuk seh,1
TripZillaID,amerika serikat menerima traveler internasional dengan vaksin sinovac,1
Sinovac_pick,pentol sambal kacang yg prdessss,1
eristrwbrry,tim sinovac menangis kl disuruh booster,1
illvvinati,kalo udah vaksin sinovac boleh take vaksin moderna ga si apa perlu bayar or apa pls info dong yang tau,1
GoyangGuling,nembe mau aku vaksin sinovac,1
whalein52_,kak mauu tanyaa ini yang vaksin sinovac bener ga dibolehin ke luar negri ya ka trs kalo kasusnya ud,1
ifahabdulsalam,sing vaksin e sinovac ra usah sok keras kyo aku ngene loh astrea v,1
FatinArif,fuh nasib baik aku sinovac hahahaha,1
Nopemberainn,wkwkwkwk bukan sinovac tapi pertamax,1
alilofmyza,memang kebanyak klinik yang disenarai beri pfizer saja ke saya da call klinik di,1
arum_tw,gajadi moderna aku minta sinovac,1
miayambaks,sinovac udah x semoga ga kena covid lg tpi skrg agak ada gejala semoga bukan covid,1
hadifianwidjaja,memang kalau titer antibodi netralisasi nab dari pe,1
majoritionline,kajian menunjukkan dos penggalak beri manfaat bersediakah anda,1
TedHilbert,sinovac terhadap varian delta sangat rendah ha,1
hadifianwidjaja,nah anda mulai bergeser ke pengelompokkan vaksin met,1
sunnietoday,min vaksinasi dosis sinovac masih bisa jam segini di kampus isbi,1
Candra_Dewan,sinovac marai pegel dan ngantuk wkwkwwk,1
AlongOfficiaI,aku harap sangat dengan sinovac boleh tukar jadi naga,1
rmcferisc,ini sinovac tp wow juga ya efeknya,1
ki55eu,rajin kontrol ke dokter ga kakek aku juga punya riwayat penyakit jantung pernah kena covied juga tap,1
Agra3479,setelah vaksin satu dosis sinovac made in chinazi aja penyakit depresi sama gangguan tidur lama gw kambuh lagi,1
jaemcityxhokii,sinovac atau apa sa,1
bubblesnjm,sinovac anjir ini gua beneran mabok deh,1
slemj222,asline aku ki nde kekuatan koyo ultramen tapi bar di vaksin sinovac ke kekuatanku ilang kabeh,1
deisixkke,iyaa gue lupa lu sinovac ya jd cepet,1
Bayouiraone1,terus yg udh vaksin sinovac hrs vaksin ulang donk ya hihihihi,1
Muhhaidarali,vaksin lengkap selain sinovac,1
ANSI_421,surabaya dan sekitarnya yang mau vaksin dosis atau astra zeneca amp sinovac monggo daftar mumpung masih banya,1
Sinovac_pick,ya kan emg udh folkow ya mak jd y nambahnya fkit,1
jemie_neam,sinovac ne e sa mpone ke fa e reng nopa ya teng luckily ne ke le shapo,1
ainanisyaa,sinovac tukar jadi paus,1
ngatauahcape,gue ngga kenapa2 sih abis dosis sinovac cmn ngantuk doang,1
PakYeopkidey,korang ni sinovac la pfizer lah korang xrisau ke agung xdpt ape vaksin pun lagi,1
taejinxsuga,iya pak sinovac,1
Kidjeonx,gua sinovac untungnya ga papa temen gua yg moderna dikasi paracetamol gua kira dikasi bubur kacan,1
parisfyy,jarumnyaa kecil kan kei vaksin sinovac deh kayanya soalnya belum tau juga,1
mbahndi,dia tahu dari mana sudah suntik sinovac atau yang lain dok kalau dari berlin naik kereta bisa gak d,1
sitacloverffein,kamu vaksin apa sinovac atau astrazeneca klo sinovac gak berasa sih kata temen2ku kalo astrazeneca vaks,1
sfararo,baru balik dari mahabbaten travel ustaz don info terkini kerajaan arab saudi menetapkan sesiapa yang dapat vaksin,1
midnight_blue15,semalam dah amik booster astrazeneca di bangkok thailand lepas bulan setengah lengkap dos sinovac di bangkok,1
dheajln,sinovac ga di akui juga di paris wkwkwkwk,1
syafiqroselim_,sinovac orng kata jadi anjir,1
InderaNordin,yg dapat sinovac boleh tak pilih booster pfizer as per req by saudi to perform umrah,1
jesta_shezzar,mungkin karena teknik pembuatannya sama mrna kalau sinovac amp az kan pembuatannya masih old school,1
DrSLSimonSpKK,besok ke belanda nengokin adik tapi teman2 lain ke swiss tadinya mau ke berlin eh vaksin sinovac ga diaku,1
jijucityx_dee40,meski dos dn nya pke vaksin selain sinovac jg,1
transbjn,gandeng kepala dusun iv dan forum kujang polsek bojonggede gelar vaksinasi sinovac dosis ke2,1
AffiqKimiLer,nasib baik amik sinovac,1
ntoneztu,bagiku vaksin ini punya efek mantep loh jadi bojoku setelah positif covid pada oktober batuknya,1
eyesofvogue,hocam sinovac mi mrnalar mi,1
shominooki,bisa sih sinovac tapi mau sama kaya keluarga pada pfizer semuaa trus kalo suatu saat mau ke luar bakal susah kalo sinovac,1
PonjongPolsek,ayo segera vaksin gerai vaksinasi presisi membuka pelayanan vaksinasi merdeka pelaksanaan hari,1
seocangbeans,kalo sinovac gabisa kah apa ini vaksin kedua,1
VIVAcoid,sinovac tak diakui para wni ke luar negeri untuk vaksin lagi,1
SuaraWargaSkh,min mau tanya vaksin dosis sinovac area grogol kapan ya,1
baankatta,alhamdullilah sinovac x lah buaya,1
Fasekehidupan,aku nder dan sinovac,1
sheissals,itu vaksin nya apa kak kalo aku sinovac sih,1
rmcferisc,aku sinovac sih,1
KacangIjo97,sinovac kebanyakan nderr,1
jesta_shezzar,guyonan koncoku sama doktersinovac lemah kurang maremastrazeneca potensi blood clotmoderna or pfizer pote,1
triranie_,sinovac ngga ada apanya ya ga sih wkwk,1
wahidasuhaimi,pehhh nasib baik laki aku sinovac,1
pwettyarsi,anjir bntr lagi aku dosis sinovac jgn nakutin dongg,1
januseja,sekarang nyari sinovac sulit ya,1
polcantik,yaiyalah gak terdaftar kan french open gamau klo yg vaksinnya sinovac wkwk,1
DreamersRadioID,super junior th debut anniversary b16 inspiration vaksin sinovac dosis amp 2registrasi,1
sayawinner,sinovac deh kalo gasalah,1
dodon_jerry,hal tersebut dilakukan sebagai proteksi tambahan khususnya dalam mencegah penularan covid 19 varian delta selain,1
fuckingkartybae,sinovac ni nak jadi kamen rider pun tak lepas,1
Krunkies,lah sinovac masih ada mau vaksin kedua sinovac susah banget carinya,1
Salimbado9,wah mantabaku sinovac x ditutup dg moderna x sinovac aman2 saja pas moderna lenganku bengkak,1
LKalung,patut ada yg kata kalau ambik pfizer atau sinovac anu boleh besar dan panjang tambah 3 inci aduhhhh,1
Altheea_Rose,kiwil nih salah vaksin mungkin yg lain pd pake vaksin pfizer sinovac dia pake vaksin rabies,1
Sinovac_pick,kim brliin ante oleh2 ya,1
callmetimo,yang divaksin sinovac menangis membaca tweet ini,1
afnanlambesist,vaksin dosis az suruh nyari sendiri ini gimana ceritanya ya ke tempat gue vaksin pertama disuruh ke puskesmas,1
Sinovac_pick,selamat,1
Sinovac_pick,pagi mak,1
Sinovac_pick,semoga pagi ini kak chita mention saya,1
Sinovac_pick,semoga ada unameku pagi inuli,1
eradotid,vaksinnya dicampur,1
Maduraexposene1,disuntik vaksin covid 19 campuran sinovac dan astrazeneca seorang pria thailand alami pendarahan otak hingga menin,1
illyyttaet,kalo mo nonton konser di luar negeri udh lngsung di cempal dong ka yg vaksin sinovac wkwk,1
aliawhooo,nasib baik icam amik sinovac wkwkwwkwkwk,1
iwantjoon,ditolak al dibanyak negara jadi yg vaksinnya sinovac tuh kyk gak vaksin wkwk,1
mrzack82,sinovac jadi dragon kalau tak salah,1
mhiiechummy,prasaan dlu sinovac jarak antara vaksin dan skitar mingguan ya skrg kog ampir sebulan apa sdh berubah skrg,1
pngfess,lur vaksin sinovac neng iain saiki sepi opo rame lur,1
aiamDeen,sial lah asal lah aku dapat sinovac kalau tahu boleh bertukar jadi buaya aku minta pfizer,1
zehanilyana,kalau sinovac jadi kelawar ke,1
MaduraExpose,disuntik vaksin covid 19 campuran sinovac dan astrazeneca seorang pria thailand alami pendarahan otak hingga menin,1
Mawaddd_,so kalau pfizer dengan astrazeneca nak pergi umrah kena cukup dos vaksin je tapi kalau sinovac kena cukup dos,1
waymlyn,gue astraganesca efeknya belih parah dari sinovac,1
arfngger,jangan lupa suntik vaksin sinovac untuk kemajuan rrc,1
kidselfs,minta doanya buat besok mau vaksin sinovac rasa coco pandan,1
Sinovac_pick,malamtwet ori lewat dulu,1
hera_wr,mesakke sek vaksin sinovac demit e raiso melu halloween,1
lampu_kamarku,malem jumat demit2 jin setan lagi antri vaksin sinovac,1
jogmfs,malem jumat ngene jin setan lan demit lagi antri meh vaksin sinovac kali ya jog,1
Krishae_edm,mending sinovac efeknya cuma pegel,1
Sinovac_pick,aktif notifikaai,1
coromodol,cetak kartu vaksin yg moderna k pfizer k sinovac goceng,1
Kmoagi1,jnj ke ya batho ba ba weigheing bo kg yana lona dilender le tla re golega mme le gale sinovac e teng,1
caibimng,asteria siapanya astra sama sinovac,1
rifqiimuh,sing ke njajal sinovac opo jhonson ae za,1
akusubak,sinovac lo isinya apaan sih kok gue laper mulu,1
aminadiahhh,nak tengok movie cari je eng s popcornnewborn g rm biggie g rm limited box rm50 stra,1
Ree241288,adik beradik sinovac gak dari china mmg offer kat swasta je kat mysejahtera ade je sinoph,1
juno_tama,perasaan bar disuntik vaksin sinovac hawane kepising2 terus,1